IDdistrict,year,month,day,maxtemp,mintemp,sunnyhours,daytype
1-1-1-16,2020,2,3,5,-6,3,RAINY
1-1-1-16,2020,2,4,0,-4,4,CLOUDY
1-1-1-16,2020,2,5,11,5,7,RAINY
1-1-1-16,2020,2,6,9,0,11,CLOUDY
1-1-1-16,2020,2,7,47,23,0,RAINY
1-1-1-16,2020,2,8,12,7,5,SNOWY
1-1-1-16,2020,2,9,24,21,3,CLOUDY
1-1-1-16,2020,2,10,21,5,11,RAINY
1-1-1-16,2020,2,11,31,10,2,CLOUDY
1-1-1-16,2020,2,12,14,14,11,SNOWY
1-1-1-16,2020,2,13,6,-2,8,CLOUDY
1-1-1-16,2020,2,14,5,-2,5,RAINY
1-1-1-16,2020,2,15,11,5,6,RAINY
1-1-1-16,2020,2,16,0,-7,6,RAINY
1-1-1-16,2020,2,17,-1,-6,10,SUNNY
1-1-1-16,2020,2,18,47,21,10,SUNNY
1-1-1-16,2020,2,19,43,9,10,CLOUDY
1-1-1-16,2020,2,20,7,2,0,SUNNY
1-1-1-16,2020,2,21,32,-7,9,CLOUDY
1-1-1-16,2020,2,22,21,15,11,RAINY
1-1-1-16,2020,2,23,44,7,6,CLOUDY
1-1-1-16,2020,2,24,40,1,11,SNOWY
1-1-1-16,2020,2,25,38,-6,4,CLOUDY
1-1-1-16,2020,2,26,39,11,4,SNOWY
1-1-1-16,2020,2,27,18,-10,1,SNOWY
1-1-1-16,2020,2,28,42,18,1,SNOWY
1-1-1-16,2020,3,1,-5,-9,4,RAINY
1-1-1-16,2020,3,2,-7,-9,1,SUNNY
1-1-1-16,2020,3,3,24,-4,4,CLOUDY
1-1-1-16,2020,3,4,47,45,0,SNOWY
1-1-1-16,2020,3,5,25,18,11,SNOWY
1-1-1-16,2020,3,6,33,18,2,RAINY
1-1-1-16,2020,3,7,38,37,3,SUNNY
1-1-1-16,2020,3,8,-6,-10,11,SUNNY
1-1-1-16,2020,3,9,17,-3,4,CLOUDY
1-1-1-16,2020,3,10,4,-9,11,SNOWY
1-1-1-16,2020,3,11,7,-4,12,RAINY
1-1-1-16,2020,3,12,7,1,12,SNOWY
1-1-1-16,2020,3,13,-5,-9,8,RAINY
1-1-1-16,2020,3,14,16,-7,4,SUNNY
1-1-1-16,2020,3,15,50,6,3,RAINY
1-1-1-16,2020,3,16,-2,-9,1,RAINY
1-1-1-16,2020,3,17,35,33,4,RAINY
1-1-1-16,2020,3,18,8,-9,10,CLOUDY
1-1-1-16,2020,3,19,8,6,5,CLOUDY
1-1-1-16,2020,3,20,47,28,6,SUNNY
1-1-1-16,2020,3,21,48,-7,1,SNOWY
1-1-1-16,2020,3,22,6,5,8,SUNNY
1-1-1-16,2020,3,23,-3,-10,0,SUNNY
1-1-1-16,2020,3,24,0,-8,12,SNOWY
1-1-1-16,2020,3,25,2,-1,7,CLOUDY
1-1-1-16,2020,3,26,11,1,1,SNOWY
1-1-1-16,2020,3,27,15,7,3,SUNNY
1-1-1-16,2020,3,28,38,6,2,SUNNY
1-1-1-16,2020,4,1,33,10,10,RAINY
1-1-1-16,2020,4,2,41,0,6,RAINY
1-1-1-16,2020,4,3,45,45,3,SUNNY
1-1-1-16,2020,4,4,2,-5,11,RAINY
1-1-1-16,2020,4,5,19,-5,7,SNOWY
1-1-1-16,2020,4,6,-10,-10,5,SNOWY
1-1-1-16,2020,4,7,1,1,2,RAINY
1-1-1-16,2020,4,8,-3,-4,12,SUNNY
1-1-1-16,2020,4,9,12,-2,5,CLOUDY
1-1-1-16,2020,4,10,-1,-4,0,RAINY
1-1-1-16,2020,4,11,35,6,12,SUNNY
1-1-1-16,2020,4,12,4,4,12,SNOWY
1-1-1-16,2020,4,13,3,-6,0,CLOUDY
1-1-1-16,2020,4,14,1,-3,6,SUNNY
1-1-1-16,2020,4,15,24,20,5,SUNNY
1-1-1-16,2020,4,16,23,-2,10,CLOUDY
1-1-1-16,2020,4,17,12,-8,6,SNOWY
1-1-1-16,2020,4,18,37,-2,2,RAINY
1-1-1-16,2020,4,19,25,20,11,SUNNY
1-1-1-16,2020,4,20,2,1,9,SUNNY
1-1-1-16,2020,4,21,26,25,6,CLOUDY
1-1-1-16,2020,4,22,31,1,12,SUNNY
1-1-1-16,2020,4,23,7,-5,0,RAINY
1-1-1-16,2020,4,24,21,4,10,RAINY
1-1-1-16,2020,4,25,37,8,10,SNOWY
1-1-1-16,2020,4,26,4,0,6,RAINY
1-1-1-16,2020,4,27,48,39,3,RAINY
1-1-1-16,2020,4,28,27,0,10,RAINY
1-1-1-16,2020,5,1,20,14,12,CLOUDY
1-1-1-16,2020,5,2,18,1,11,SUNNY
1-1-1-16,2020,5,3,-1,-8,8,CLOUDY
1-1-1-16,2020,5,4,11,-6,4,SNOWY
1-1-1-16,2020,5,5,2,-10,4,RAINY
1-1-1-16,2020,5,6,8,4,0,SUNNY
1-1-1-16,2020,5,7,17,11,0,RAINY
1-1-1-16,2020,5,8,10,-7,6,SUNNY
1-1-1-16,2020,5,9,11,4,11,SUNNY
1-1-1-16,2020,5,10,14,-10,3,RAINY
1-1-1-16,2020,5,11,48,19,8,SUNNY
1-1-1-16,2020,5,12,47,16,2,CLOUDY
1-1-1-16,2020,5,13,28,6,9,SNOWY
1-1-1-16,2020,5,14,49,2,3,SUNNY
1-1-1-16,2020,5,15,44,-9,11,SUNNY
1-1-1-16,2020,5,16,10,2,12,SNOWY
1-1-1-16,2020,5,17,12,-8,6,SUNNY
1-1-1-16,2020,5,18,31,7,1,RAINY
1-1-1-16,2020,5,19,23,-6,12,RAINY
1-1-1-16,2020,5,20,1,-3,11,SUNNY
1-1-1-16,2020,5,21,17,-9,10,SUNNY
1-1-1-16,2020,5,22,28,16,4,RAINY
1-1-1-16,2020,5,23,14,-2,10,CLOUDY
1-1-1-16,2020,5,24,37,35,12,SUNNY
1-1-1-16,2020,5,25,25,11,1,SNOWY
1-1-1-16,2020,5,26,16,10,1,SUNNY
1-1-1-16,2020,5,27,8,-9,5,SUNNY
1-1-1-16,2020,5,28,-9,-10,11,SUNNY
1-1-1-16,2020,6,1,6,-5,5,SUNNY
1-1-1-16,2020,6,2,30,-5,5,CLOUDY
1-1-1-16,2020,6,3,4,-6,10,CLOUDY
1-1-1-16,2020,6,4,32,24,2,SUNNY
1-1-1-16,2020,6,5,15,-9,12,RAINY
1-1-1-16,2020,6,6,20,9,5,SUNNY
1-1-1-16,2020,6,7,8,-6,11,RAINY
1-1-1-16,2020,6,8,5,-8,3,CLOUDY
1-1-1-16,2020,6,9,50,43,4,SUNNY
1-1-1-16,2020,6,10,29,15,10,RAINY
1-1-1-16,2020,6,11,41,26,7,SUNNY
1-1-1-16,2020,6,12,-5,-7,12,SUNNY
1-1-1-16,2020,6,13,24,-10,1,SNOWY
1-1-1-16,2020,6,14,35,4,2,SNOWY
1-1-1-16,2020,6,15,40,-10,2,CLOUDY
1-1-1-16,2020,6,16,-4,-7,0,SNOWY
1-1-1-16,2020,6,17,16,16,3,RAINY
1-1-1-16,2020,6,18,16,3,6,SNOWY
1-1-1-16,2020,6,19,7,4,0,RAINY
1-1-1-16,2020,6,20,9,7,1,SUNNY
1-1-1-16,2020,6,21,37,11,8,SNOWY
1-1-1-16,2020,6,22,46,22,12,SNOWY
1-1-1-16,2020,6,23,3,3,4,RAINY
1-1-1-16,2020,6,24,19,3,11,SUNNY
1-1-1-16,2020,6,25,50,43,12,SNOWY
1-1-1-16,2020,6,26,14,-2,9,CLOUDY
1-1-1-16,2020,6,27,48,41,2,SNOWY
1-1-1-16,2020,6,28,38,4,2,SUNNY
1-1-1-16,2020,7,1,29,20,3,CLOUDY
1-1-1-16,2020,7,2,17,-2,2,SNOWY
1-1-1-16,2020,7,3,50,32,6,SUNNY
1-1-1-16,2020,7,4,46,-1,2,SUNNY
1-1-1-16,2020,7,5,7,-7,1,RAINY
1-1-1-16,2020,7,6,13,-2,7,CLOUDY
1-1-1-16,2020,7,7,35,19,0,CLOUDY
1-1-1-16,2020,7,8,46,-3,6,CLOUDY
1-1-1-16,2020,7,9,12,4,4,RAINY
1-1-1-16,2020,7,10,38,9,12,SNOWY
1-1-1-16,2020,7,11,39,-9,0,SUNNY
1-1-1-16,2020,7,12,33,2,11,SNOWY
1-1-1-16,2020,7,13,49,4,4,RAINY
1-1-1-16,2020,7,14,27,10,12,SUNNY
1-1-1-16,2020,7,15,-6,-8,5,CLOUDY
1-1-1-16,2020,7,16,11,-10,8,SUNNY
1-1-1-16,2020,7,17,18,-9,5,RAINY
1-1-1-16,2020,7,18,50,33,9,CLOUDY
1-1-1-16,2020,7,19,43,16,6,RAINY
1-1-1-16,2020,7,20,-3,-7,8,CLOUDY
1-1-1-16,2020,7,21,8,7,10,CLOUDY
1-1-1-16,2020,7,22,12,12,7,CLOUDY
1-1-1-16,2020,7,23,38,8,3,SUNNY
1-1-1-16,2020,7,24,-1,-5,12,SNOWY
1-1-1-16,2020,7,25,24,23,1,RAINY
1-1-1-16,2020,7,26,2,0,8,SUNNY
1-1-1-16,2020,7,27,28,17,8,RAINY
1-1-1-16,2020,7,28,-4,-7,5,RAINY
1-1-1-16,2020,8,1,13,-4,12,CLOUDY
1-1-1-16,2020,8,2,31,-7,8,SNOWY
1-1-1-16,2020,8,3,1,-8,5,SUNNY
1-1-1-16,2020,8,4,-3,-8,8,RAINY
1-1-1-16,2020,8,5,21,8,10,SNOWY
1-1-1-16,2020,8,6,32,19,8,CLOUDY
1-1-1-16,2020,8,7,18,-9,12,SNOWY
1-1-1-16,2020,8,8,37,22,4,RAINY
1-1-1-16,2020,8,9,32,1,4,CLOUDY
1-1-1-16,2020,8,10,37,6,2,SUNNY
1-1-1-16,2020,8,11,14,12,0,CLOUDY
1-1-1-16,2020,8,12,10,-10,5,SNOWY
1-1-1-16,2020,8,13,36,21,0,RAINY
1-1-1-16,2020,8,14,-2,-7,4,SNOWY
1-1-1-16,2020,8,15,2,0,11,CLOUDY
1-1-1-16,2020,8,16,49,6,0,SUNNY
1-1-1-16,2020,8,17,15,-10,10,RAINY
1-1-1-16,2020,8,18,40,8,0,RAINY
1-1-1-16,2020,8,19,-1,-3,10,RAINY
1-1-1-16,2020,8,20,5,-3,12,SNOWY
1-1-1-16,2020,8,21,32,28,3,RAINY
1-1-1-16,2020,8,22,17,11,0,RAINY
1-1-1-16,2020,8,23,35,30,3,RAINY
1-1-1-16,2020,8,24,20,13,1,RAINY
1-1-1-16,2020,8,25,2,-4,10,RAINY
1-1-1-16,2020,8,26,45,39,10,RAINY
1-1-1-16,2020,8,27,35,34,11,CLOUDY
1-1-1-16,2020,8,28,-1,-8,6,SNOWY
1-1-1-16,2020,9,1,32,3,5,RAINY
1-1-1-16,2020,9,2,21,9,10,SNOWY
1-1-1-16,2020,9,3,38,-4,2,CLOUDY
1-1-1-16,2020,9,4,2,-6,6,SNOWY
1-1-1-16,2020,9,5,36,28,8,SNOWY
1-1-1-16,2020,9,6,3,3,4,CLOUDY
1-1-1-16,2020,9,7,35,30,1,RAINY
1-1-1-16,2020,9,8,40,4,9,SUNNY
1-1-1-16,2020,9,9,39,38,12,CLOUDY
1-1-1-16,2020,9,10,46,31,7,SUNNY
1-1-1-16,2020,9,11,41,4,11,SNOWY
1-1-1-16,2020,9,12,24,16,11,SNOWY
1-1-1-16,2020,9,13,40,13,4,SNOWY
1-1-1-16,2020,9,14,47,16,1,CLOUDY
1-1-1-16,2020,9,15,-9,-10,2,RAINY
1-1-1-16,2020,9,16,15,11,8,CLOUDY
1-1-1-16,2020,9,17,12,-10,6,SUNNY
1-1-1-16,2020,9,18,38,1,12,SUNNY
1-1-1-16,2020,9,19,34,22,10,CLOUDY
1-1-1-16,2020,9,20,36,16,9,SUNNY
1-1-1-16,2020,9,21,34,16,6,SNOWY
1-1-1-16,2020,9,22,13,-2,9,RAINY
1-1-1-16,2020,9,23,37,35,4,RAINY
1-1-1-16,2020,9,24,3,-3,7,SNOWY
1-1-1-16,2020,9,25,8,6,7,SNOWY
1-1-1-16,2020,9,26,20,0,4,CLOUDY
1-1-1-16,2020,9,27,27,6,7,SNOWY
1-1-1-16,2020,9,28,14,14,2,SNOWY
1-1-1-16,2020,10,1,2,-7,7,CLOUDY
1-1-1-16,2020,10,2,12,-2,3,SNOWY
1-1-1-16,2020,10,3,10,2,8,SNOWY
1-1-1-16,2020,10,4,0,-1,6,SUNNY
1-1-1-16,2020,10,5,-6,-9,4,SUNNY
1-1-1-16,2020,10,6,-4,-5,12,RAINY
1-1-1-16,2020,10,7,9,-4,1,SUNNY
1-1-1-16,2020,10,8,39,31,8,RAINY
1-1-1-16,2020,10,9,17,-5,8,RAINY
1-1-1-16,2020,10,10,39,28,6,SUNNY
1-1-1-16,2020,10,11,-4,-10,0,SNOWY
1-1-1-16,2020,10,12,15,8,12,SNOWY
1-1-1-16,2020,10,13,8,3,8,RAINY
1-1-1-16,2020,10,14,20,-8,12,SNOWY
1-1-1-16,2020,10,15,14,-10,7,SUNNY
1-1-1-16,2020,10,16,6,4,3,RAINY
1-1-1-16,2020,10,17,14,-5,7,RAINY
1-1-1-16,2020,10,18,5,-4,1,RAINY
1-1-1-16,2020,10,19,-6,-7,11,SUNNY
1-1-1-16,2020,10,20,1,-6,3,SUNNY
1-1-1-16,2020,10,21,36,-7,4,SNOWY
1-1-1-16,2020,10,22,46,7,4,SNOWY
1-1-1-16,2020,10,23,7,-7,11,SNOWY
1-1-1-16,2020,10,24,9,-3,12,SNOWY
1-1-1-16,2020,10,25,35,-3,0,CLOUDY
1-1-1-16,2020,10,26,-6,-8,9,CLOUDY
1-1-1-16,2020,10,27,4,2,1,SUNNY
1-1-1-16,2020,10,28,48,6,6,SNOWY
1-1-1-16,2020,11,1,46,25,6,RAINY
1-1-1-16,2020,11,2,8,0,0,SNOWY
1-1-1-16,2020,11,3,-5,-10,3,SUNNY
1-1-1-16,2020,11,4,27,-5,7,SUNNY
1-1-1-16,2020,11,5,32,26,9,SUNNY
1-1-1-16,2020,11,6,40,16,12,CLOUDY
1-1-1-16,2020,11,7,15,3,6,SUNNY
1-1-1-16,2020,11,8,26,9,3,CLOUDY
1-1-1-16,2020,11,9,17,7,2,SUNNY
1-1-1-16,2020,11,10,14,-3,5,RAINY
1-1-1-16,2020,11,11,15,-1,12,CLOUDY
1-1-1-16,2020,11,12,14,1,7,CLOUDY
1-1-1-16,2020,11,13,28,15,6,CLOUDY
1-1-1-16,2020,11,14,20,13,2,SNOWY
1-1-1-16,2020,11,15,-8,-9,1,RAINY
1-1-1-16,2020,11,16,-8,-10,10,SNOWY
1-1-1-16,2020,11,17,4,3,12,RAINY
1-1-1-16,2020,11,18,10,-3,4,RAINY
1-1-1-16,2020,11,19,43,23,12,CLOUDY
1-1-1-16,2020,11,20,23,-1,12,CLOUDY
1-1-1-16,2020,11,21,27,-6,2,CLOUDY
1-1-1-16,2020,11,22,25,13,2,RAINY
1-1-1-16,2020,11,23,28,-4,11,SNOWY
1-1-1-16,2020,11,24,13,1,2,SNOWY
1-1-1-16,2020,11,25,34,29,1,CLOUDY
1-1-1-16,2020,11,26,0,-2,7,RAINY
1-1-1-16,2020,11,27,25,0,5,CLOUDY
1-1-1-16,2020,11,28,33,31,9,SUNNY
1-1-1-16,2020,12,1,13,8,6,SUNNY
1-1-1-16,2020,12,2,4,1,1,CLOUDY
1-1-1-16,2020,12,3,-2,-3,7,SNOWY
1-1-1-16,2020,12,4,34,30,12,CLOUDY
1-1-1-16,2020,12,5,10,-3,3,RAINY
1-1-1-16,2020,12,6,2,-2,0,SUNNY
1-1-1-16,2020,12,7,-6,-10,4,SUNNY
1-1-1-16,2020,12,8,-9,-10,5,SNOWY
1-1-1-16,2020,12,9,11,-2,10,SNOWY
1-1-1-16,2020,12,10,22,11,2,SUNNY
1-1-1-16,2020,12,11,17,16,8,RAINY
1-1-1-16,2020,12,12,18,13,8,CLOUDY
1-1-1-16,2020,12,13,-10,-10,12,SUNNY
1-1-1-16,2020,12,14,17,-9,7,RAINY
1-1-1-16,2020,12,15,-2,-5,10,CLOUDY
1-1-1-16,2020,12,16,-9,-10,3,RAINY
1-1-1-16,2020,12,17,-7,-8,2,SUNNY
1-1-1-16,2020,12,18,26,11,11,CLOUDY
1-1-1-16,2020,12,19,23,2,3,RAINY
1-1-1-16,2020,12,20,17,13,8,RAINY
1-1-1-16,2020,12,21,50,-1,4,SUNNY
1-1-1-16,2020,12,22,21,12,7,SUNNY
1-1-1-16,2020,12,23,17,3,3,SNOWY
1-1-1-16,2020,12,24,29,-9,12,SNOWY
1-1-1-16,2020,12,25,30,17,8,CLOUDY
1-1-1-16,2020,12,26,8,-8,4,RAINY
1-1-1-16,2020,12,27,41,11,12,CLOUDY
1-1-1-16,2020,12,28,39,37,7,SUNNY
1-1-1-17,2020,1,1,33,-6,2,CLOUDY
1-1-1-17,2020,1,2,16,15,2,RAINY
1-1-1-17,2020,1,3,20,18,4,CLOUDY
1-1-1-17,2020,1,4,10,-3,1,SUNNY
1-1-1-17,2020,1,5,29,3,0,SUNNY
1-1-1-17,2020,1,6,24,7,8,SNOWY
1-1-1-17,2020,1,7,21,18,6,SNOWY
1-1-1-17,2020,1,8,28,2,1,RAINY
1-1-1-17,2020,1,9,39,29,12,RAINY
1-1-1-17,2020,1,10,-8,-10,9,RAINY
1-1-1-17,2020,1,11,2,-9,11,CLOUDY
1-1-1-17,2020,1,12,31,21,9,SNOWY
1-1-1-17,2020,1,13,9,-9,11,SUNNY
1-1-1-17,2020,1,14,2,-3,6,RAINY
1-1-1-17,2020,1,15,40,3,3,CLOUDY
1-1-1-17,2020,1,16,-1,-6,3,SUNNY
1-1-1-17,2020,1,17,23,-6,9,RAINY
1-1-1-17,2020,1,18,29,24,5,SUNNY
1-1-1-17,2020,1,19,11,1,12,SUNNY
1-1-1-17,2020,1,20,36,-9,2,SUNNY
1-1-1-17,2020,1,21,41,26,1,RAINY
1-1-1-17,2020,1,22,35,16,1,SNOWY
1-1-1-17,2020,1,23,42,8,2,RAINY
1-1-1-17,2020,1,24,21,-9,0,SUNNY
1-1-1-17,2020,1,25,48,-4,0,SUNNY
1-1-1-17,2020,1,26,-3,-10,12,SUNNY
1-1-1-17,2020,1,27,31,4,12,SNOWY
1-1-1-17,2020,1,28,14,4,5,SUNNY
1-1-1-17,2020,2,1,45,-7,1,RAINY
1-1-1-17,2020,2,2,41,2,10,CLOUDY
1-1-1-17,2020,2,3,20,2,11,SUNNY
1-1-1-17,2020,2,4,4,4,9,CLOUDY
1-1-1-17,2020,2,5,4,3,8,SUNNY
1-1-1-17,2020,2,6,47,-8,8,RAINY
1-1-1-17,2020,2,7,15,-3,1,SNOWY
1-1-1-17,2020,2,8,26,0,3,RAINY
1-1-1-17,2020,2,9,-3,-5,9,CLOUDY
1-1-1-17,2020,2,10,41,27,2,SUNNY
1-1-1-17,2020,2,11,27,5,12,SNOWY
1-1-1-17,2020,2,12,33,33,12,RAINY
1-1-1-17,2020,2,13,3,1,2,RAINY
1-1-1-17,2020,2,14,12,9,10,SNOWY
1-1-1-17,2020,2,15,48,-2,1,SNOWY
1-1-1-17,2020,2,16,50,18,12,SUNNY
1-1-1-17,2020,2,17,14,6,4,SUNNY
1-1-1-17,2020,2,18,22,11,6,CLOUDY
1-1-1-17,2020,2,19,38,38,2,SNOWY
1-1-1-17,2020,2,20,18,16,10,CLOUDY
1-1-1-17,2020,2,21,18,18,9,RAINY
1-1-1-17,2020,2,22,-4,-9,8,SNOWY
1-1-1-17,2020,2,23,16,13,9,SNOWY
1-1-1-17,2020,2,24,48,2,11,SUNNY
1-1-1-17,2020,2,25,47,-9,7,RAINY
1-1-1-17,2020,2,26,9,0,8,SNOWY
1-1-1-17,2020,2,27,-5,-6,3,SNOWY
1-1-1-17,2020,2,28,34,2,12,CLOUDY
1-1-1-17,2020,3,1,49,25,11,CLOUDY
1-1-1-17,2020,3,2,17,-10,11,RAINY
1-1-1-17,2020,3,3,11,0,4,RAINY
1-1-1-17,2020,3,4,25,4,2,SNOWY
1-1-1-17,2020,3,5,8,1,3,CLOUDY
1-1-1-17,2020,3,6,34,22,9,CLOUDY
1-1-1-17,2020,3,7,0,-6,6,SNOWY
1-1-1-17,2020,3,8,-5,-9,2,SNOWY
1-1-1-17,2020,3,9,-5,-6,6,RAINY
1-1-1-17,2020,3,10,45,37,9,CLOUDY
1-1-1-17,2020,3,11,50,50,2,CLOUDY
1-1-1-17,2020,3,12,7,4,4,SUNNY
1-1-1-17,2020,3,13,31,10,3,CLOUDY
1-1-1-17,2020,3,14,36,-5,4,CLOUDY
1-1-1-17,2020,3,15,23,19,6,RAINY
1-1-1-17,2020,3,16,17,12,3,RAINY
1-1-1-17,2020,3,17,13,-2,6,SUNNY
1-1-1-17,2020,3,18,42,20,7,SUNNY
1-1-1-17,2020,3,19,25,15,3,CLOUDY
1-1-1-17,2020,3,20,15,-5,9,SUNNY
1-1-1-17,2020,3,21,45,36,7,SNOWY
1-1-1-17,2020,3,22,20,12,3,SNOWY
1-1-1-17,2020,3,23,28,24,1,SNOWY
1-1-1-17,2020,3,24,29,25,3,CLOUDY
1-1-1-17,2020,3,25,9,2,3,RAINY
1-1-1-17,2020,3,26,33,-4,9,SUNNY
1-1-1-17,2020,3,27,6,-10,10,SNOWY
1-1-1-17,2020,3,28,5,-6,9,RAINY
1-1-1-17,2020,4,1,-8,-9,7,SUNNY
1-1-1-17,2020,4,2,49,6,6,RAINY
1-1-1-17,2020,4,3,24,23,9,SUNNY
1-1-1-17,2020,4,4,10,7,8,SNOWY
1-1-1-17,2020,4,5,24,13,12,CLOUDY
1-1-1-17,2020,4,6,6,3,3,SUNNY
1-1-1-17,2020,4,7,32,27,12,SNOWY
1-1-1-17,2020,4,8,-9,-10,4,SUNNY
1-1-1-17,2020,4,9,26,5,9,CLOUDY
1-1-1-17,2020,4,10,42,16,0,SNOWY
1-1-1-17,2020,4,11,43,30,8,SUNNY
1-1-1-17,2020,4,12,42,15,0,SNOWY
1-1-1-17,2020,4,13,-6,-9,1,CLOUDY
1-1-1-17,2020,4,14,11,3,3,SUNNY
1-1-1-17,2020,4,15,13,9,8,SNOWY
1-1-1-17,2020,4,16,49,4,12,RAINY
1-1-1-17,2020,4,17,44,-1,4,RAINY
1-1-1-17,2020,4,18,49,10,3,CLOUDY
1-1-1-17,2020,4,19,36,30,7,SNOWY
1-1-1-17,2020,4,20,37,35,5,SNOWY
1-1-1-17,2020,4,21,46,-5,2,RAINY
1-1-1-17,2020,4,22,2,-5,4,CLOUDY
1-1-1-17,2020,4,23,2,-5,8,RAINY
1-1-1-17,2020,4,24,10,2,0,SNOWY
1-1-1-17,2020,4,25,27,3,8,SUNNY
1-1-1-17,2020,4,26,23,-1,5,CLOUDY
1-1-1-17,2020,4,27,20,5,1,SNOWY
1-1-1-17,2020,4,28,-7,-8,10,SNOWY
1-1-1-17,2020,5,1,32,-1,0,SUNNY
1-1-1-17,2020,5,2,36,12,5,SUNNY
1-1-1-17,2020,5,3,39,30,10,RAINY
1-1-1-17,2020,5,4,30,-1,2,CLOUDY
1-1-1-17,2020,5,5,47,-5,6,SNOWY
1-1-1-17,2020,5,6,31,15,3,CLOUDY
1-1-1-17,2020,5,7,29,0,5,CLOUDY
1-1-1-17,2020,5,8,48,-5,3,SNOWY
1-1-1-17,2020,5,9,19,0,6,SUNNY
1-1-1-17,2020,5,10,16,2,9,SUNNY
1-1-1-17,2020,5,11,45,4,7,SUNNY
1-1-1-17,2020,5,12,22,-4,2,SNOWY
1-1-1-17,2020,5,13,39,34,9,RAINY
1-1-1-17,2020,5,14,3,2,12,SUNNY
1-1-1-17,2020,5,15,22,5,5,RAINY
1-1-1-17,2020,5,16,22,20,6,CLOUDY
1-1-1-17,2020,5,17,16,9,4,RAINY
1-1-1-17,2020,5,18,25,15,2,RAINY
1-1-1-17,2020,5,19,0,-7,2,RAINY
1-1-1-17,2020,5,20,16,10,10,SUNNY
1-1-1-17,2020,5,21,22,12,11,RAINY
1-1-1-17,2020,5,22,26,10,5,CLOUDY
1-1-1-17,2020,5,23,-3,-7,4,CLOUDY
1-1-1-17,2020,5,24,29,13,11,CLOUDY
1-1-1-17,2020,5,25,10,0,6,CLOUDY
1-1-1-17,2020,5,26,9,-3,7,SUNNY
1-1-1-17,2020,5,27,34,11,8,SNOWY
1-1-1-17,2020,5,28,6,-6,6,SUNNY
1-1-1-17,2020,6,1,-3,-5,7,RAINY
1-1-1-17,2020,6,2,25,3,7,RAINY
1-1-1-17,2020,6,3,23,-7,9,CLOUDY
1-1-1-17,2020,6,4,49,17,11,CLOUDY
1-1-1-17,2020,6,5,5,-10,6,SNOWY
1-1-1-17,2020,6,6,30,19,1,SUNNY
1-1-1-17,2020,6,7,27,11,12,CLOUDY
1-1-1-17,2020,6,8,42,8,7,SNOWY
1-1-1-17,2020,6,9,-8,-9,6,RAINY
1-1-1-17,2020,6,10,46,-6,3,CLOUDY
1-1-1-17,2020,6,11,39,32,12,CLOUDY
1-1-1-17,2020,6,12,27,4,2,SUNNY
1-1-1-17,2020,6,13,32,-6,11,CLOUDY
1-1-1-17,2020,6,14,22,5,11,RAINY
1-1-1-17,2020,6,15,4,-8,3,SNOWY
1-1-1-17,2020,6,16,40,36,4,RAINY
1-1-1-17,2020,6,17,46,16,7,SUNNY
1-1-1-17,2020,6,18,6,-8,12,CLOUDY
1-1-1-17,2020,6,19,19,4,11,SUNNY
1-1-1-17,2020,6,20,-8,-10,9,SNOWY
1-1-1-17,2020,6,21,-1,-3,0,SNOWY
1-1-1-17,2020,6,22,35,7,10,CLOUDY
1-1-1-17,2020,6,23,12,9,3,SNOWY
1-1-1-17,2020,6,24,18,-10,12,CLOUDY
1-1-1-17,2020,6,25,11,10,1,CLOUDY
1-1-1-17,2020,6,26,5,0,1,SNOWY
1-1-1-17,2020,6,27,33,3,4,SUNNY
1-1-1-17,2020,6,28,27,24,10,SNOWY
1-1-1-17,2020,7,1,50,17,9,CLOUDY
1-1-1-17,2020,7,2,4,-8,6,CLOUDY
1-1-1-17,2020,7,3,45,17,6,SNOWY
1-1-1-17,2020,7,4,26,12,7,SUNNY
1-1-1-17,2020,7,5,-3,-4,6,RAINY
1-1-1-17,2020,7,6,42,-2,9,SNOWY
1-1-1-17,2020,7,7,1,-7,3,SNOWY
1-1-1-17,2020,7,8,5,5,10,SNOWY
1-1-1-17,2020,7,9,23,5,6,SUNNY
1-1-1-17,2020,7,10,17,7,7,CLOUDY
1-1-1-17,2020,7,11,50,8,0,CLOUDY
1-1-1-17,2020,7,12,14,-1,7,SUNNY
1-1-1-17,2020,7,13,11,4,6,SUNNY
1-1-1-17,2020,7,14,-10,-10,4,RAINY
1-1-1-17,2020,7,15,15,5,9,RAINY
1-1-1-17,2020,7,16,48,46,7,CLOUDY
1-1-1-17,2020,7,17,3,-10,9,RAINY
1-1-1-17,2020,7,18,10,-8,2,SNOWY
1-1-1-17,2020,7,19,27,16,4,SUNNY
1-1-1-17,2020,7,20,26,-6,0,SUNNY
1-1-1-17,2020,7,21,28,2,4,CLOUDY
1-1-1-17,2020,7,22,-10,-10,11,SNOWY
1-1-1-17,2020,7,23,49,-2,0,SNOWY
1-1-1-17,2020,7,24,22,-4,5,SUNNY
1-1-1-17,2020,7,25,-8,-9,5,CLOUDY
1-1-1-17,2020,7,26,26,8,8,SNOWY
1-1-1-17,2020,7,27,18,14,6,SNOWY
1-1-1-17,2020,7,28,15,8,10,SUNNY
1-1-1-17,2020,8,1,7,0,1,CLOUDY
1-1-1-17,2020,8,2,39,-2,5,RAINY
1-1-1-17,2020,8,3,40,17,7,CLOUDY
1-1-1-17,2020,8,4,42,11,4,SNOWY
1-1-1-17,2020,8,5,2,-4,0,SNOWY
